x,y,label
36.36445236206055,0.23439641296863556,5.0
73.17466735839844,40.00993728637695,0.0
29.087974548339844,-72.0282974243164,4.0
-62.729225158691406,47.90407943725586,1.0
-16.324729919433594,-41.66079330444336,9.0
-41.59395217895508,77.74461364746094,2.0
-91.66228485107422,-12.126204490661621,1.0
6.932587146759033,69.25153350830078,3.0
-82.37865447998047,-15.227176666259766,1.0
13.855179786682129,-36.79594802856445,4.0
23.33526039123535,70.07947540283203,3.0
33.453922271728516,-29.721111297607422,5.0
27.998947143554688,42.12003707885742,3.0
76.49203491210938,-33.12901306152344,6.0
-99.77342224121094,1.5899062156677246,1.0
-45.45241165161133,-22.360631942749023,7.0
-18.760589599609375,72.72237396240234,2.0
-32.72621536254883,16.714771270751953,8.0
56.35179138183594,-28.04480743408203,6.0
-31.78473472595215,-25.343029022216797,9.0
24.68283462524414,-92.51021575927734,4.0
76.20083618164062,46.09593200683594,0.0
-25.62746238708496,-29.203327178955078,9.0
-62.602542877197266,47.769718170166016,1.0
-45.29302978515625,27.129743576049805,1.0
-19.066246032714844,43.54087829589844,2.0
6.00106954574585,-61.65667724609375,4.0
17.5272159576416,62.45978546142578,3.0
-58.32032775878906,-8.49444580078125,2.0
-40.265846252441406,-13.53515338897705,7.0
32.83366012573242,38.42999267578125,3.0
-36.99036407470703,16.706073760986328,8.0
88.17807006835938,-40.21074295043945,6.0
-33.688785552978516,-23.83929443359375,9.0
55.41857147216797,47.36195755004883,0.0
39.879398345947266,-23.48879623413086,5.0
58.41715621948242,-37.97452163696289,6.0
59.37422180175781,48.66422653198242,0.0
-43.61681365966797,-59.220760345458984,7.0
76.56690216064453,-41.339942932128906,6.0
-65.1617431640625,5.043179035186768,1.0
-20.1406192779541,20.416942596435547,8.0
-48.826393127441406,-49.353389739990234,7.0
-32.702781677246094,-29.2409610748291,9.0
7.3543171882629395,39.39118957519531,3.0
-19.33204460144043,-45.73003005981445,9.0
-6.596738338470459,4.158411026000977,8.0
26.7801513671875,-16.18893814086914,5.0
4.053283214569092,34.38345718383789,9.0
8.941676139831543,64.59689331054688,3.0
33.33671188354492,64.14070129394531,3.0
82.72166442871094,24.712039947509766,0.0
-70.56028747558594,-48.68654251098633,7.0
-0.43956974148750305,-38.49834060668945,4.0
-22.543603897094727,-45.1938362121582,9.0
-23.622764587402344,0.3132050931453705,8.0
78.64435577392578,16.343095779418945,0.0
-21.55031394958496,-24.442602157592773,9.0
11.487869262695312,-81.70532989501953,4.0
-72.45166778564453,50.258079528808594,1.0
31.238737106323242,-89.66812896728516,4.0
4.677684307098389,-33.035945892333984,4.0
55.89152908325195,-33.891536712646484,6.0
74.72991943359375,46.0971794128418,0.0
35.89511489868164,-69.26786041259766,4.0
33.0296745300293,-29.29412841796875,5.0
64.59210205078125,-39.412086486816406,6.0
-83.72643280029297,27.61395263671875,1.0
88.51197052001953,9.123804092407227,0.0
57.45999526977539,30.82090187072754,0.0
-88.97984313964844,4.288229942321777,1.0
-44.576324462890625,-21.182100296020508,7.0
-96.07434844970703,10.337069511413574,1.0
74.83090209960938,-37.79724884033203,6.0
13.316335678100586,44.99228286743164,3.0
59.42635726928711,41.814918518066406,0.0
-31.992734909057617,40.67729949951172,2.0
-70.57911682128906,37.227725982666016,1.0
-74.61006164550781,40.25607681274414,1.0
-41.419769287109375,-15.275619506835938,7.0
58.19398880004883,22.606447219848633,9.0
59.03268051147461,42.90242004394531,0.0
-13.929587364196777,73.99967956542969,2.0
73.03340911865234,-34.21582794189453,6.0
-57.05104064941406,-50.98097610473633,7.0
-22.47236442565918,20.876846313476562,8.0
26.140127182006836,35.41348648071289,3.0
-16.30108070373535,-24.67272186279297,9.0
72.70977020263672,13.514511108398438,0.0
18.818920135498047,-38.60599899291992,4.0
70.66314697265625,-36.628456115722656,6.0
-52.98968505859375,-20.96845054626465,7.0
17.740388870239258,-76.51993560791016,4.0
72.12173461914062,-35.822391510009766,6.0
-20.93462562561035,9.299027442932129,8.0
58.3325309753418,38.721378326416016,0.0
-46.69639205932617,-38.37882995605469,7.0
-25.118680953979492,8.958196640014648,8.0
13.609814643859863,47.353370666503906,3.0
-58.14033508300781,40.22357940673828,1.0
20.059221267700195,-5.296271800994873,5.0
-75.46697235107422,-38.69336700439453,7.0
-98.58052062988281,5.384695529937744,1.0
-65.19409942626953,-34.76509475708008,7.0
-99.76963806152344,-13.79808235168457,1.0
-75.34426879882812,33.2635383605957,1.0
59.96309280395508,-21.947845458984375,6.0
21.768598556518555,79.26065063476562,3.0
92.06623077392578,9.877745628356934,0.0
-48.12004089355469,53.84028625488281,2.0
-19.981689453125,-81.81432342529297,9.0
2.4024343490600586,70.18912506103516,3.0
-72.23257446289062,4.175840854644775,1.0
-79.37995147705078,45.343929290771484,1.0
93.7456283569336,25.704654693603516,0.0
15.34909725189209,-41.6708869934082,4.0
-17.906597137451172,-57.810604095458984,9.0
-39.359275817871094,53.04126739501953,2.0
67.10184478759766,26.3637638092041,0.0
74.52925109863281,50.91633605957031,0.0
-58.82209396362305,-41.1088752746582,2.0
91.13887023925781,20.510099411010742,0.0
-27.960290908813477,51.8306770324707,2.0
-53.745487213134766,-18.88286781311035,7.0
-98.00798797607422,17.400611877441406,1.0
-20.306692123413086,20.51425552368164,8.0
58.009674072265625,-18.695783615112305,6.0
15.956064224243164,-35.00273513793945,4.0
-82.85492706298828,9.03194522857666,1.0
61.050453186035156,-42.00880432128906,6.0
7.2387590408325195,49.45502471923828,3.0
13.821220397949219,-34.05375671386719,4.0
21.55487823486328,30.847261428833008,5.0
-32.08470153808594,-37.713985443115234,9.0
-98.60504150390625,-19.0484619140625,1.0
13.269070625305176,78.65524291992188,3.0
16.695148468017578,40.86308670043945,3.0
-24.21774673461914,18.874225616455078,8.0
48.36738967895508,4.812644004821777,5.0
7.839935779571533,-39.5864143371582,4.0
-49.352378845214844,6.825011730194092,7.0
-40.76136779785156,-14.299410820007324,7.0
7.642685890197754,-54.9980354309082,4.0
-46.573883056640625,50.40650177001953,2.0
3.656540870666504,8.647085189819336,8.0
31.429962158203125,-25.068866729736328,5.0
-24.434158325195312,10.671586990356445,8.0
79.7413101196289,-41.8477668762207,6.0
-45.18403625488281,3.017674207687378,7.0
22.481718063354492,51.094337463378906,3.0
-1.0783275365829468,-62.18349838256836,4.0
72.81795501708984,-46.20622253417969,6.0
-90.98323059082031,17.479938507080078,1.0
-29.834793090820312,-26.952207565307617,9.0
-72.82289123535156,-63.92298126220703,9.0
63.38975524902344,-46.26820373535156,6.0
93.00030517578125,35.875762939453125,0.0
12.570795059204102,78.6932144165039,3.0
-57.56727600097656,-81.15966796875,7.0
-15.947497367858887,45.166351318359375,2.0
-0.1622726321220398,5.113641738891602,8.0
-17.36347007751465,43.57846450805664,2.0
-24.552913665771484,-63.1871223449707,9.0
4.210506439208984,-32.70499801635742,4.0
25.175941467285156,-83.53460693359375,4.0
67.027099609375,-39.12776565551758,6.0
8.579395294189453,-46.63364791870117,4.0
-15.673946380615234,-27.052204132080078,9.0
-47.280517578125,1.1559081077575684,7.0
57.91399383544922,39.02891159057617,0.0
-27.486106872558594,-69.26921081542969,9.0
-16.189071655273438,45.1822624206543,2.0
-72.76101684570312,-63.22084426879883,9.0
39.22641372680664,-25.5456485748291,5.0
-63.78211975097656,6.393406391143799,1.0
32.96591567993164,-22.867673873901367,5.0
-30.608755111694336,-63.61680603027344,9.0
-72.5866928100586,31.621644973754883,1.0
-17.772624969482422,90.97117614746094,2.0
4.360126495361328,72.5053939819336,3.0
-36.615203857421875,33.112754821777344,2.0
2.9555251598358154,73.27337646484375,3.0
45.028114318847656,22.29518699645996,5.0
-18.443370819091797,-34.770992279052734,9.0
-97.95069885253906,-8.029621124267578,1.0
-66.80768585205078,-24.748605728149414,7.0
93.52174377441406,-30.024078369140625,6.0
-35.54010772705078,49.060272216796875,2.0
-2.2405436038970947,-1.7205939292907715,8.0
-41.92027282714844,51.78117752075195,2.0
-34.322105407714844,51.75634002685547,2.0
31.328584671020508,-25.31842803955078,5.0
62.60264205932617,27.220399856567383,0.0
-53.04704666137695,-21.139263153076172,7.0
21.933910369873047,-73.00004577636719,4.0
-27.53172492980957,-23.901729583740234,9.0
-59.810054779052734,-74.1009750366211,7.0
-30.64427375793457,16.364078521728516,8.0
37.33381271362305,61.29438781738281,3.0
-44.38162612915039,71.51080322265625,2.0
-93.96029663085938,-8.267404556274414,1.0
-63.26203536987305,52.55755615234375,1.0
-21.351104736328125,21.61008644104004,8.0
3.064305543899536,73.22126770019531,3.0
83.4355239868164,-39.50892639160156,6.0
-77.74403381347656,49.89283752441406,1.0
85.9802474975586,23.208396911621094,0.0
6.932943820953369,83.03578186035156,3.0
-75.20669555664062,17.474205017089844,1.0
87.763427734375,12.20846939086914,0.0
65.54544830322266,15.67235279083252,0.0
-76.7335433959961,17.291358947753906,1.0
-74.9583511352539,-13.344202995300293,7.0
-36.10460662841797,74.27473449707031,2.0
-63.947994232177734,-70.74445343017578,7.0
21.333112716674805,78.17893981933594,3.0
56.17511749267578,20.30286979675293,0.0
14.38125991821289,-64.2847671508789,4.0
86.40174102783203,-26.496305465698242,6.0
43.459354400634766,-5.917815208435059,5.0
-19.388151168823242,38.61091995239258,2.0
79.01573944091797,-21.54241371154785,6.0
30.735116958618164,-87.20531463623047,4.0
-68.73485565185547,-34.97220993041992,7.0
-49.95469665527344,-5.109299659729004,1.0
-20.2587833404541,27.247953414916992,8.0
-29.358083724975586,-73.04814147949219,9.0
-28.576648712158203,-43.250370025634766,9.0
14.325299263000488,1.8976433277130127,3.0
84.47803497314453,11.929707527160645,0.0
-55.88577651977539,-24.022218704223633,7.0
-85.4832763671875,20.262765884399414,1.0
52.841041564941406,27.34360122680664,0.0
-29.275888442993164,87.58966827392578,2.0
55.75553512573242,37.936012268066406,0.0
18.091766357421875,79.55052185058594,3.0
25.525800704956055,-10.30402660369873,5.0
15.77924919128418,-61.81688690185547,4.0
69.95447540283203,-19.32778549194336,6.0
39.31410598754883,-14.883670806884766,5.0
-9.729164123535156,17.190221786499023,8.0
83.94549560546875,-13.994656562805176,6.0
29.117324829101562,81.30998229980469,3.0
-67.56346893310547,-34.327335357666016,7.0
37.82529830932617,17.281644821166992,5.0
-27.840805053710938,12.342009544372559,8.0
80.52994537353516,6.336931228637695,0.0
-29.41518783569336,-42.69045639038086,9.0
-94.24565887451172,-12.738081932067871,1.0
91.0681381225586,12.814638137817383,0.0
33.49118423461914,38.71915817260742,3.0
-75.00790405273438,20.143375396728516,1.0
-38.69530487060547,49.358951568603516,2.0
-23.784290313720703,93.87873077392578,2.0
34.59288787841797,65.41441345214844,3.0
13.796477317810059,78.87953186035156,3.0
47.00801086425781,-49.84831237792969,6.0
12.269522666931152,-46.73851776123047,4.0
-51.56147384643555,-35.72791290283203,7.0
43.974639892578125,-15.22625732421875,5.0
102.8768081665039,23.596378326416016,0.0
72.43522644042969,-47.14815139770508,6.0
58.95954513549805,-61.86061477661133,2.0
-67.6209945678711,-33.164634704589844,7.0
-14.540117263793945,-93.89411163330078,9.0
-30.131694793701172,10.616799354553223,8.0
41.197086334228516,13.83561897277832,5.0
-25.3161563873291,-47.61281204223633,9.0
-50.7122688293457,45.84644317626953,2.0
-85.46575927734375,31.847421646118164,1.0
-94.58837127685547,22.415281295776367,1.0
5.030197620391846,-49.459922790527344,4.0
28.939594268798828,-57.54233932495117,4.0
39.35894012451172,-14.9542236328125,5.0
48.67457580566406,-46.52527618408203,6.0
12.364072799682617,-47.09660339355469,4.0
-67.49124145507812,16.161579132080078,1.0
-24.937318801879883,89.78073120117188,2.0
51.163631439208984,11.660359382629395,5.0
5.518222808837891,69.74465942382812,3.0
-22.33750343322754,-37.090511322021484,9.0
20.910432815551758,80.9834976196289,3.0
-28.12192153930664,-87.56339263916016,9.0
88.77749633789062,18.517610549926758,0.0
35.78723907470703,26.711795806884766,5.0
-29.833545684814453,-43.10374069213867,9.0
62.34330749511719,-36.598480224609375,6.0
42.01476287841797,-21.824981689453125,5.0
-56.346675872802734,-54.005287170410156,7.0
5.4035468101501465,-49.469329833984375,4.0
-69.01154327392578,22.301666259765625,1.0
19.824918746948242,75.59488677978516,3.0
-2.4383463859558105,-54.20933151245117,4.0
73.552490234375,25.574005126953125,0.0
30.175138473510742,-92.26351165771484,4.0
-32.06800079345703,20.51494026184082,8.0
69.1250228881836,23.758939743041992,0.0
12.412548065185547,-46.68659591674805,4.0
27.357412338256836,43.382144927978516,3.0
82.42610168457031,-25.89337921142578,6.0
-10.652753829956055,12.609333038330078,8.0
-49.948326110839844,-26.601057052612305,7.0
64.81158447265625,-46.608821868896484,6.0
69.8694076538086,41.102142333984375,0.0
-37.90380096435547,-66.69642639160156,9.0
-43.713340759277344,-19.054773330688477,7.0
35.60896682739258,32.945743560791016,5.0
-50.30929183959961,-30.030916213989258,7.0
-26.485427856445312,86.32538604736328,2.0
-85.76222229003906,38.906837463378906,1.0
-71.94064331054688,3.0749170780181885,1.0
76.98956298828125,-29.07427406311035,6.0
0.6849643588066101,12.035218238830566,8.0
-28.8309268951416,-38.16546630859375,9.0
23.38066864013672,-74.9931640625,4.0
-71.9529800415039,40.80988311767578,1.0
35.87218475341797,26.57280921936035,5.0
-25.53765106201172,91.389892578125,2.0
-44.843746185302734,63.71369934082031,2.0
-23.846982955932617,-24.904747009277344,9.0
57.390865325927734,33.475643157958984,0.0
17.52923583984375,79.61531829833984,3.0
-12.480879783630371,-83.8214340209961,9.0
83.66729736328125,-16.87561798095703,6.0
-46.73179244995117,-52.184242248535156,7.0
-29.12012481689453,86.1659164428711,2.0
64.12232971191406,29.127094268798828,0.0
15.14009952545166,80.83367156982422,3.0
27.798879623413086,3.291344165802002,5.0
12.954520225524902,-47.65778732299805,4.0
34.04235076904297,70.28271484375,3.0
76.0750732421875,-45.91069030761719,6.0
34.46241760253906,10.037410736083984,5.0
2.099544048309326,23.504108428955078,8.0
-9.084343910217285,-85.18372344970703,9.0
43.872886657714844,-15.741572380065918,5.0
6.616241455078125,-55.85139846801758,4.0
-53.02036666870117,-25.3288516998291,7.0
17.73833465576172,-61.0671272277832,4.0
-29.58831787109375,87.61341094970703,2.0
-32.315948486328125,-66.52079010009766,7.0
20.90833854675293,82.10176849365234,3.0
2.9040324687957764,-57.83041763305664,4.0
-32.20195007324219,20.595239639282227,8.0
-21.264530181884766,-73.12104034423828,9.0
-72.02657318115234,40.927974700927734,1.0
-4.875720024108887,40.090023040771484,9.0
-24.90593147277832,90.64473724365234,2.0
-9.783748626708984,19.38847541809082,8.0
-61.06509017944336,-23.026479721069336,7.0
-17.116647720336914,-68.68570709228516,9.0
-69.56576538085938,46.727996826171875,1.0
10.188957214355469,25.90540885925293,8.0
-50.34138488769531,-29.02722930908203,7.0
-32.68425369262695,-60.60230255126953,4.0
-79.00651550292969,50.132938385009766,1.0
8.387795448303223,50.70677947998047,3.0
-73.59666442871094,41.187744140625,1.0
-99.77875518798828,-8.869536399841309,1.0
76.41561889648438,31.894325256347656,0.0
-36.05099105834961,41.52132797241211,2.0
5.84089469909668,69.90690612792969,3.0
-15.572918891906738,-61.23622512817383,9.0
5.093870639801025,-40.68868637084961,4.0
-12.0612154006958,-60.456207275390625,9.0
-28.953601837158203,83.54658508300781,2.0
-95.42530822753906,11.427695274353027,1.0
76.59546661376953,-28.343488693237305,6.0
-15.6200590133667,24.674299240112305,8.0
18.862821578979492,-56.550514221191406,4.0
-57.78532791137695,5.445166110992432,7.0
-72.33826446533203,-43.35540771484375,7.0
7.652926921844482,-61.542640686035156,4.0
13.429694175720215,-48.3348388671875,4.0
-18.690670013427734,-69.79605865478516,9.0
-29.633363723754883,87.62265014648438,2.0
12.91297435760498,0.5039653182029724,5.0
-52.66115951538086,-24.943899154663086,7.0
-28.353975296020508,63.9508171081543,2.0
6.257455348968506,-38.27912521362305,4.0
30.171470642089844,-76.1069564819336,4.0
-33.44013214111328,81.19267272949219,2.0
-94.28858184814453,1.0104763507843018,1.0
-14.799729347229004,-31.47645378112793,9.0
-44.997440338134766,-66.33721160888672,7.0
-35.57322692871094,84.9662857055664,2.0
17.377038955688477,18.08279800415039,8.0
-56.50762939453125,-26.591480255126953,7.0
82.36616516113281,-49.314353942871094,6.0
-24.167312622070312,-32.12291717529297,9.0
-26.94106674194336,44.739498138427734,2.0
-39.051544189453125,86.65708923339844,2.0
23.095191955566406,45.84644317626953,3.0
-34.72260284423828,14.917720794677734,8.0
-96.92353057861328,-6.346103191375732,1.0
72.52264404296875,-47.25598907470703,6.0
36.99774169921875,2.537635564804077,5.0
-80.30342864990234,50.31401443481445,1.0
-80.66120147705078,-6.988829135894775,1.0
73.29500579833984,43.75493621826172,0.0
-31.11592674255371,60.509315490722656,2.0
74.32417297363281,-50.65956115722656,6.0
21.324663162231445,-58.38628387451172,4.0
43.90340042114258,-13.739212036132812,5.0
21.177339553833008,49.27033233642578,8.0
20.719104766845703,81.99697875976562,3.0
-95.7516098022461,-8.36406135559082,1.0
43.753440856933594,-13.876974105834961,5.0
-67.25238800048828,8.788723945617676,1.0
-23.59878921508789,-24.573566436767578,9.0
-31.146404266357422,51.061317443847656,2.0
-43.78330612182617,-18.92898178100586,7.0
-3.1512529850006104,-45.04844284057617,4.0
11.895012855529785,-46.473636627197266,4.0
-1.3069974184036255,-67.92548370361328,4.0
-36.258934020996094,12.863330841064453,8.0
-71.48422241210938,27.53044319152832,1.0
37.30759048461914,-27.5135498046875,5.0
35.700077056884766,-28.777671813964844,8.0
-20.507261276245117,-31.285097122192383,9.0
31.91404151916504,-2.2804741859436035,5.0
71.8861312866211,-44.256832122802734,6.0
-46.087860107421875,-43.22418212890625,7.0
-26.237083435058594,-23.38903045654297,9.0
-31.74877166748047,-83.01448059082031,9.0
7.90403938293457,83.5249252319336,3.0
-78.0202865600586,-54.12255859375,7.0
84.26918029785156,41.61739730834961,0.0
-28.010448455810547,-76.63228607177734,9.0
88.9792251586914,18.59722900390625,0.0
55.130859375,-28.540109634399414,6.0
78.1695556640625,-32.3372802734375,6.0
-17.81063461303711,74.72557067871094,2.0
18.676990509033203,79.11100769042969,3.0
-13.139867782592773,-86.95710754394531,9.0
90.85032653808594,18.347936630249023,0.0
-69.9815902709961,-63.25260925292969,7.0
42.07607650756836,-21.473108291625977,5.0
16.912586212158203,-71.95691680908203,4.0
-38.042236328125,17.946979522705078,8.0
83.1208724975586,9.281404495239258,0.0
